From	Entry	Reviewed	Entry Name	Protein names	Organism	Length
WP_005687782.1	A0A2R3FMR6	unreviewed	A0A2R3FMR6_HAEIF	Flavodoxin family protein	Haemophilus influenzae	202
WP_005687844.1	A0A5C6GXX2	unreviewed	A0A5C6GXX2_HAEIF	Trk system potassium uptake protein	Haemophilus influenzae	487
WP_005687862.1	A0A3E1QKI2	unreviewed	A0A3E1QKI2_HAEIF	DUF3298 domain-containing protein	Haemophilus influenzae	284
WP_005687864.1	A0A3E1QKL1	unreviewed	A0A3E1QKL1_HAEIF	Selenocysteine-specific elongation factor (SelB translation factor)	Haemophilus influenzae	619
WP_005688002.1	A5UBI9	reviewed	RNFD_HAEIE	Ion-translocating oxidoreductase complex subunit D (EC 7.-.-.-) (Rnf electron transport complex subunit D)	Haemophilus influenzae (strain PittEE)	358
WP_005688002.1	A0A2S9S5Q4	unreviewed	A0A2S9S5Q4_HAEIF	Ion-translocating oxidoreductase complex subunit D (EC 7.-.-.-) (Rnf electron transport complex subunit D)	Haemophilus influenzae	358
WP_005688044.1	Q4QJM7	unreviewed	Q4QJM7_HAEI8	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33) (UDP-GlcNAc:undecaprenyl-phosphate GlcNAc-1-phosphate transferase) (Undecaprenyl-phosphate GlcNAc-1-phosphate transferase)	Haemophilus influenzae (strain 86-028NP)	355
WP_005688044.1	A5UFF3	unreviewed	A5UFF3_HAEIG	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33) (UDP-GlcNAc:undecaprenyl-phosphate GlcNAc-1-phosphate transferase) (Undecaprenyl-phosphate GlcNAc-1-phosphate transferase)	Haemophilus influenzae (strain PittGG)	355
WP_005688044.1	A0A2S9S5U0	unreviewed	A0A2S9S5U0_HAEIF	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33) (UDP-GlcNAc:undecaprenyl-phosphate GlcNAc-1-phosphate transferase) (Undecaprenyl-phosphate GlcNAc-1-phosphate transferase)	Haemophilus influenzae	355
WP_005688060.1	Q4QJL6	unreviewed	Q4QJL6_HAEI8	Predicted allophanate hydrolase subunit 1	Haemophilus influenzae (strain 86-028NP)	213
WP_005688060.1	A0A2R3FQ40	unreviewed	A0A2R3FQ40_HAEIF	5-oxoprolinase subunit PxpB (EC 3.5.2.9)	Haemophilus influenzae	213
WP_005688084.1	Q4QP01	unreviewed	Q4QP01_HAEI8	Glutamate dehydrogenase	Haemophilus influenzae (strain 86-028NP)	449
WP_005688084.1	A0A2R3GFR2	unreviewed	A0A2R3GFR2_HAEIF	Glutamate dehydrogenase	Haemophilus influenzae	449
WP_005688115.1	A0A0D6FS66	unreviewed	A0A0D6FS66_HAEIF	C4-dicarboxylate ABC transporter (TRAP transporter large permease subunit)	Haemophilus influenzae	431
WP_005688134.1	A0A2R3FR93	unreviewed	A0A2R3FR93_HAEIF	Aspartate-semialdehyde dehydrogenase (ASA dehydrogenase) (ASADH) (EC 1.2.1.11) (Aspartate-beta-semialdehyde dehydrogenase)	Haemophilus influenzae	371
WP_005688199.1	Q4QKK4	unreviewed	Q4QKK4_HAEI8	RecBCD enzyme subunit RecD (EC 3.1.11.5) (Exonuclease V subunit RecD) (ExoV subunit RecD) (Helicase/nuclease RecBCD subunit RecD)	Haemophilus influenzae (strain 86-028NP)	640
WP_005688199.1	A0A2R3FMY0	unreviewed	A0A2R3FMY0_HAEIF	RecBCD enzyme subunit RecD (EC 3.1.11.5) (Exonuclease V subunit RecD) (ExoV subunit RecD) (Helicase/nuclease RecBCD subunit RecD)	Haemophilus influenzae	640
WP_005688232.1	Q4QMI8	unreviewed	Q4QMI8_HAEI8	Possible di-and tricarboxylate transporter	Haemophilus influenzae (strain 86-028NP)	461
WP_005688232.1	A5UHL3	unreviewed	A5UHL3_HAEIG	Possible di-and tricarboxylate transporter	Haemophilus influenzae (strain PittGG)	461
WP_005688232.1	A0A1Q5Y404	unreviewed	A0A1Q5Y404_HAEIF	DASS family sodium-coupled anion symporter (Di-and tricarboxylate transporter) (Sodium-dependent dicarboxylate transporter SdcS)	Haemophilus influenzae	461
WP_005688340.1	A0A808U2H1	unreviewed	A0A808U2H1_HAEIF	Carboxymuconolactone decarboxylase family protein	Haemophilus influenzae	113
WP_005688388.1	Q4QLX3	unreviewed	Q4QLX3_HAEI8	Probable thiol:disulfide interchange protein DsbE	Haemophilus influenzae (strain 86-028NP)	176
WP_005688388.1	A0A2S9S5I9	unreviewed	A0A2S9S5I9_HAEIF	DsbE family thiol:disulfide interchange protein	Haemophilus influenzae	176
WP_005688390.1	Q4QLX4	unreviewed	Q4QLX4_HAEI8	Formate-dependent nitrite reductase complex subunit	Haemophilus influenzae (strain 86-028NP)	380
WP_005688390.1	A0A2S9S5J0	unreviewed	A0A2S9S5J0_HAEIF	Formate-dependent nitrite reductase complex subunit	Haemophilus influenzae	380
WP_005688619.1	A0A1B8QND3	unreviewed	A0A1B8QND3_9PAST	Urease subunit gamma (EC 3.5.1.5) (Urea amidohydrolase subunit gamma)	Haemophilus sp. CCUG 66565	100
WP_005688619.1	A0A5M6BJX1	unreviewed	A0A5M6BJX1_9PAST	Urease subunit gamma (EC 3.5.1.5) (Urea amidohydrolase subunit gamma)	Haemophilus seminalis	100
WP_005688619.1	A5U9V4	reviewed	URE3_HAEIE	Urease subunit gamma (EC 3.5.1.5) (Urea amidohydrolase subunit gamma)	Haemophilus influenzae (strain PittEE)	100
WP_005688619.1	A0A369Y4P3	unreviewed	A0A369Y4P3_HAEHA	Urease subunit gamma (EC 3.5.1.5) (Urea amidohydrolase subunit gamma)	Haemophilus haemolyticus	100
WP_005688619.1	A0A2S9RLM4	unreviewed	A0A2S9RLM4_HAEIF	Urease subunit gamma (EC 3.5.1.5) (Urea amidohydrolase subunit gamma)	Haemophilus influenzae	100
WP_005688620.1	Q4QN09	reviewed	URE1_HAEI8	Urease subunit alpha (EC 3.5.1.5) (Urea amidohydrolase subunit alpha)	Haemophilus influenzae (strain 86-028NP)	572
WP_005688620.1	A5U9V6	reviewed	URE1_HAEIE	Urease subunit alpha (EC 3.5.1.5) (Urea amidohydrolase subunit alpha)	Haemophilus influenzae (strain PittEE)	572
WP_005688620.1	A0A0Y7IJT7	unreviewed	A0A0Y7IJT7_HAEIF	Urease subunit alpha (EC 3.5.1.5) (Urea amidohydrolase subunit alpha)	Haemophilus influenzae	572
WP_005688622.1	Q4QN10	reviewed	UREE_HAEI8	Urease accessory protein UreE	Haemophilus influenzae (strain 86-028NP)	185
WP_005688622.1	P44394	reviewed	UREE_HAEIN	Urease accessory protein UreE	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	185
WP_005688622.1	A0A2S9S7F4	unreviewed	A0A2S9S7F4_HAEIF	Urease accessory protein UreE	Haemophilus influenzae	185
WP_005688623.1	Q4QN11	reviewed	UREF_HAEI8	Urease accessory protein UreF	Haemophilus influenzae (strain 86-028NP)	235
WP_005688623.1	A0A2S9S7G2	unreviewed	A0A2S9S7G2_HAEIF	Urease accessory protein UreF	Haemophilus influenzae	235
WP_005688858.1	A0A0Y7IEB7	unreviewed	A0A0Y7IEB7_HAEIF	Kinase	Haemophilus influenzae	170
WP_005688862.1	A0A112VHW6	unreviewed	A0A112VHW6_HAEIF	Uncharacterized protein	Haemophilus influenzae	83
WP_005688866.1	A0A2S9RTG6	unreviewed	A0A2S9RTG6_HAEIF	DUF2570 domain-containing protein (Putative bacteriophage protein)	Haemophilus influenzae	111
WP_005688869.1	A0A808U4W0	unreviewed	A0A808U4W0_HAEIF	Uncharacterized protein	Haemophilus influenzae	93
WP_005688887.1	Q4QKV6	unreviewed	Q4QKV6_HAEI8	Uncharacterized protein	Haemophilus influenzae (strain 86-028NP)	62
WP_005688887.1	A0A2S9RU34	unreviewed	A0A2S9RU34_HAEIF	Uncharacterized protein	Haemophilus influenzae	62
WP_005688905.1	A0A808U4I0	unreviewed	A0A808U4I0_HAEIF	Phage baseplate protein	Haemophilus influenzae	223
WP_005688907.1	A0A2S9RU91	unreviewed	A0A2S9RU91_HAEIF	Uncharacterized protein	Haemophilus influenzae	121
WP_005688947.1	Q4QNI7	unreviewed	Q4QNI7_HAEI8	Putative ABC-type nitrate/sulfonate/bicarbonate transport system, ATPase component	Haemophilus influenzae (strain 86-028NP)	240
WP_005688947.1	A0A2R3G141	unreviewed	A0A2R3G141_HAEIF	ABC transporter ATP-binding protein (Aliphatic sulfonates import ATP-binding protein SsuB (EC 3.6.3.-))	Haemophilus influenzae	240
WP_005688951.1	Q4QNI9	unreviewed	Q4QNI9_HAEI8	UDP-glucose 4-epimerase (EC 5.1.3.2)	Haemophilus influenzae (strain 86-028NP)	338
WP_005688951.1	A5UGG0	unreviewed	A5UGG0_HAEIG	UDP-glucose 4-epimerase (EC 5.1.3.2)	Haemophilus influenzae (strain PittGG)	338
WP_005688951.1	A0A0Y7IED9	unreviewed	A0A0Y7IED9_HAEIF	UDP-glucose 4-epimerase (EC 5.1.3.2)	Haemophilus influenzae	338
WP_005688971.1	Q4QNK9	unreviewed	Q4QNK9_HAEI8	Opacity associated protein OapB	Haemophilus influenzae (strain 86-028NP)	134
WP_005688971.1	A0A2R3FVN3	unreviewed	A0A2R3FVN3_HAEIF	Opacity-associated protein OapB	Haemophilus influenzae	134
WP_005689016.1	Q4QMG5	reviewed	SYP_HAEI8	Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS)	Haemophilus influenzae (strain 86-028NP)	572
WP_005689016.1	A0A2R3FXG5	unreviewed	A0A2R3FXG5_HAEIF	Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS)	Haemophilus influenzae	572
WP_005689018.1	Q4QMG4	reviewed	LPTD_HAEI8	LPS-assembly protein LptD	Haemophilus influenzae (strain 86-028NP)	782
WP_005689018.1	A0A2S9S5N0	unreviewed	A0A2S9S5N0_HAEIF	LPS-assembly protein LptD	Haemophilus influenzae	782
WP_005689021.1	Q4QMG3	reviewed	FTSP_HAEI8	Cell division protein FtsP	Haemophilus influenzae (strain 86-028NP)	469
WP_005689023.1	Q4QMG2	unreviewed	Q4QMG2_HAEI8	1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)	Haemophilus influenzae (strain 86-028NP)	240
WP_005689023.1	P44848	reviewed	PLSC_HAEIN	1-acyl-sn-glycerol-3-phosphate acyltransferase (1-AGP acyltransferase) (1-AGPAT) (EC 2.3.1.51) (Lysophosphatidic acid acyltransferase) (LPAAT)	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	240
WP_005689023.1	A0A2S9S5N6	unreviewed	A0A2S9S5N6_HAEIF	1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)	Haemophilus influenzae	240
WP_005689025.1	Q4QMG1	reviewed	LPXH_HAEI8	UDP-2,3-diacylglucosamine hydrolase (EC 3.6.1.54) (UDP-2,3-diacylglucosamine diphosphatase)	Haemophilus influenzae (strain 86-028NP)	237
WP_005689025.1	A0A2S9S5P2	unreviewed	A0A2S9S5P2_HAEIF	UDP-2,3-diacylglucosamine hydrolase (EC 3.6.1.54) (UDP-2,3-diacylglucosamine diphosphatase)	Haemophilus influenzae	237
WP_005689027.1	A0A2S9S5N1	unreviewed	A0A2S9S5N1_HAEIF	Methionine/alanine import family NSS transporter small subunit	Haemophilus influenzae	31
WP_005689040.1	A0A808U3E9	unreviewed	A0A808U3E9_HAEIF	Diaminopimelate epimerase (DAP epimerase) (EC 5.1.1.7) (PLP-independent amino acid racemase)	Haemophilus influenzae	274
WP_005689177.1	A0A0Y7KXH3	unreviewed	A0A0Y7KXH3_HAEIF	Tyrosine--tRNA ligase (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)	Haemophilus influenzae	395
WP_005689212.1	Q4QL67	unreviewed	Q4QL67_HAEI8	Predicted aspartokinase	Haemophilus influenzae (strain 86-028NP)	121
WP_005689212.1	A0A121XMD5	unreviewed	A0A121XMD5_HAEIF	Aspartate kinase (Lysine-sensitive aspartokinase 3 (EC 2.7.2.4))	Haemophilus influenzae	121
WP_005689269.1	Q4QL99	unreviewed	Q4QL99_HAEI8	HTH-type transcriptional regulator CysB	Haemophilus influenzae (strain 86-028NP)	323
WP_005689269.1	A0A2S9S6P1	unreviewed	A0A2S9S6P1_HAEIF	HTH-type transcriptional regulator CysB	Haemophilus influenzae	323
WP_005689272.1	Q4QLA1	unreviewed	Q4QLA1_HAEI8	Putative translation factor, SUA5	Haemophilus influenzae (strain 86-028NP)	207
WP_005689272.1	A0A2S9S6Q3	unreviewed	A0A2S9S6Q3_HAEIF	Threonylcarbamoyl-AMP synthase (Translation factor sua5)	Haemophilus influenzae	207
WP_005689404.1	A0A854CXF6	unreviewed	A0A854CXF6_HAEIF	ATP-dependent RNA helicase DeaD (EC 3.6.4.13) (Cold-shock DEAD box protein A)	Haemophilus influenzae	613
WP_005689729.1	Q4QJQ0	reviewed	MODC_HAEI8	Molybdenum import ATP-binding protein ModC (EC 7.3.2.5)	Haemophilus influenzae (strain 86-028NP)	351
WP_005689729.1	A0A2S9S5W4	unreviewed	A0A2S9S5W4_HAEIF	Molybdenum import ATP-binding protein ModC	Haemophilus influenzae	351
WP_005689853.1	Q4QJY9	unreviewed	Q4QJY9_HAEI8	DNA gyrase subunit A (EC 5.6.2.2)	Haemophilus influenzae (strain 86-028NP)	880
WP_005689853.1	A0A2R3FYS1	unreviewed	A0A2R3FYS1_HAEIF	DNA gyrase subunit A (EC 5.6.2.2)	Haemophilus influenzae	880
WP_005689855.1	Q4QJY8	reviewed	METXA_HAEI8	Homoserine O-acetyltransferase (HAT) (EC 2.3.1.31) (Homoserine transacetylase) (HTA)	Haemophilus influenzae (strain 86-028NP)	358
WP_005689855.1	A0A2R3FZ60	unreviewed	A0A2R3FZ60_HAEIF	Homoserine O-acetyltransferase (HAT) (EC 2.3.1.31) (Homoserine transacetylase) (HTA)	Haemophilus influenzae	358
WP_005689889.1	Q4QPL4	unreviewed	Q4QPL4_HAEI8	Endolytic peptidoglycan transglycosylase RlpA (EC 4.2.2.-)	Haemophilus influenzae (strain 86-028NP)	287
WP_005689889.1	A0A0Y7JW10	unreviewed	A0A0Y7JW10_HAEIF	Endolytic peptidoglycan transglycosylase RlpA (EC 4.2.2.-)	Haemophilus influenzae	287
WP_005689970.1	A0A112WBI4	unreviewed	A0A112WBI4_HAEIF	Thioredoxin	Haemophilus influenzae	107
WP_005689974.1	A0A2S9RNN9	unreviewed	A0A2S9RNN9_HAEIF	tRNA (Guanine-N(7)-)-methyltransferase (EC 2.1.1.33)	Haemophilus influenzae	517
WP_005690245.1	Q4QMY9	unreviewed	Q4QMY9_HAEI8	Uncharacterized protein	Haemophilus influenzae (strain 86-028NP)	138
WP_005690245.1	A0A2S9S7H5	unreviewed	A0A2S9S7H5_HAEIF	Uncharacterized protein	Haemophilus influenzae	138
WP_005690347.1	A5UDW5	reviewed	FETP_HAEIE	Probable Fe(2+)-trafficking protein	Haemophilus influenzae (strain PittEE)	90
WP_005690347.1	A0A852PTJ2	unreviewed	A0A852PTJ2_HAEHA	Probable Fe(2+)-trafficking protein	Haemophilus haemolyticus	90
WP_005690347.1	A0A0K9KD77	unreviewed	A0A0K9KD77_HAEIF	Probable Fe(2+)-trafficking protein	Haemophilus influenzae	90
WP_005690573.1	A0A2S9S472	unreviewed	A0A2S9S472_HAEIF	Phosphatidate cytidylyltransferase (EC 2.7.7.41)	Haemophilus influenzae	288
WP_005690658.1	A0A2S9S2R4	unreviewed	A0A2S9S2R4_HAEIF	Putative esterase (EC 3.1.2.-)	Haemophilus influenzae	138
WP_005690661.1	A0A2S9S2Y3	unreviewed	A0A2S9S2Y3_HAEIF	Thioredoxin reductase (EC 1.8.1.9)	Haemophilus influenzae	318
WP_005690669.1	A0A0K9KQY0	unreviewed	A0A0K9KQY0_HAEIF	L-cystine transporter (L-cystine transporter tcyP) (L-cystine uptake protein TcyP) (Na+/dicarboxylate symporter)	Haemophilus influenzae	440
WP_005690680.1	Q4QLF7	reviewed	MURC_HAEI8	UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8) (UDP-N-acetylmuramoyl-L-alanine synthetase)	Haemophilus influenzae (strain 86-028NP)	475
WP_005690680.1	A0A2R3G8P4	unreviewed	A0A2R3G8P4_HAEIF	UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8) (UDP-N-acetylmuramoyl-L-alanine synthetase)	Haemophilus influenzae	475
WP_005690682.1	Q4QLF8	reviewed	MURG_HAEI8	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227) (Undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase)	Haemophilus influenzae (strain 86-028NP)	351
WP_005690682.1	A0A2R3G8Z4	unreviewed	A0A2R3G8Z4_HAEIF	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227) (Undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase)	Haemophilus influenzae	351
WP_005690684.1	Q4QLG0	reviewed	MURD_HAEI8	UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9) (D-glutamic acid-adding enzyme) (UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase)	Haemophilus influenzae (strain 86-028NP)	437
WP_005690684.1	A0A2R3FXI8	unreviewed	A0A2R3FXI8_HAEIF	UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9) (D-glutamic acid-adding enzyme) (UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase)	Haemophilus influenzae	437
WP_005690686.1	Q4QLG1	reviewed	MRAY_HAEI8	Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13) (UDP-MurNAc-pentapeptide phosphotransferase)	Haemophilus influenzae (strain 86-028NP)	360
WP_005690686.1	A0A2R3FXG2	unreviewed	A0A2R3FXG2_HAEIF	Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13) (UDP-MurNAc-pentapeptide phosphotransferase)	Haemophilus influenzae	360
WP_005690688.1	A0A2S9S2T1	unreviewed	A0A2S9S2T1_HAEIF	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10) (D-alanyl-D-alanine-adding enzyme)	Haemophilus influenzae	457
WP_005690690.1	A0A2S9S2T5	unreviewed	A0A2S9S2T5_HAEIF	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase (EC 6.3.2.13) (Meso-A2pm-adding enzyme) (Meso-diaminopimelate-adding enzyme) (UDP-MurNAc-L-Ala-D-Glu:meso-diaminopimelate ligase) (UDP-MurNAc-tripeptide synthetase) (UDP-N-acetylmuramyl-tripeptide synthetase)	Haemophilus influenzae	488
WP_005690693.1	A0A2R3G3N2	unreviewed	A0A2R3G3N2_HAEIF	Carbon starvation protein A	Haemophilus influenzae	528
WP_005690699.1	Q4QLH1	unreviewed	Q4QLH1_HAEI8	Oligopeptide transport system permease protein	Haemophilus influenzae (strain 86-028NP)	306
WP_005690699.1	A0A0Y7IS12	unreviewed	A0A0Y7IS12_HAEIF	Oligopeptide transport system permease protein OppB (Oligopeptide transporter permease) (Peptide ABC transporter permease)	Haemophilus influenzae	306
WP_005690705.1	A5UCY6	reviewed	ENGB_HAEIE	Probable GTP-binding protein EngB	Haemophilus influenzae (strain PittEE)	205
WP_005690705.1	A0A0Y7ISF2	unreviewed	A0A0Y7ISF2_HAEIF	Probable GTP-binding protein EngB	Haemophilus influenzae	205
WP_005690707.1	Q4QLH8	reviewed	DEOC_HAEI8	Deoxyribose-phosphate aldolase (DERA) (EC 4.1.2.4) (2-deoxy-D-ribose 5-phosphate aldolase) (Phosphodeoxyriboaldolase) (Deoxyriboaldolase)	Haemophilus influenzae (strain 86-028NP)	223
WP_005690707.1	A0A0Y7ISZ5	unreviewed	A0A0Y7ISZ5_HAEIF	Deoxyribose-phosphate aldolase (DERA) (EC 4.1.2.4) (2-deoxy-D-ribose 5-phosphate aldolase) (Phosphodeoxyriboaldolase) (Deoxyriboaldolase)	Haemophilus influenzae	223
WP_005690709.1	Q4QLI0	reviewed	HLDD_HAEI8	ADP-L-glycero-D-manno-heptose-6-epimerase (EC 5.1.3.20) (ADP-L-glycero-beta-D-manno-heptose-6-epimerase) (ADP-glyceromanno-heptose 6-epimerase) (ADP-hep 6-epimerase) (AGME)	Haemophilus influenzae (strain 86-028NP)	308
WP_005690709.1	A0A0Y7ISS7	unreviewed	A0A0Y7ISS7_HAEIF	ADP-L-glycero-D-manno-heptose-6-epimerase (EC 5.1.3.20) (ADP-L-glycero-beta-D-manno-heptose-6-epimerase) (ADP-glyceromanno-heptose 6-epimerase) (ADP-hep 6-epimerase) (AGME)	Haemophilus influenzae	308
WP_005690713.1	Q4QLI2	reviewed	XYLA_HAEI8	Xylose isomerase (EC 5.3.1.5)	Haemophilus influenzae (strain 86-028NP)	439
WP_005690713.1	A0A0Y7ISU1	unreviewed	A0A0Y7ISU1_HAEIF	Xylose isomerase (EC 5.3.1.5)	Haemophilus influenzae	439
WP_005690724.1	A0A112VBB0	unreviewed	A0A112VBB0_HAEIF	Sulfate transporter CysZ	Haemophilus influenzae	272
WP_005690727.1	Q4QLI9	reviewed	ZIPA_HAEI8	Cell division protein ZipA	Haemophilus influenzae (strain 86-028NP)	328
WP_005690727.1	A0A112VB98	unreviewed	A0A112VB98_HAEIF	Cell division protein ZipA	Haemophilus influenzae	328
WP_005690731.1	A0A2S9S2W2	unreviewed	A0A2S9S2W2_HAEIF	Uncharacterized protein	Haemophilus influenzae	99
WP_005690734.1	A0A2S9S2W0	unreviewed	A0A2S9S2W0_HAEIF	Uncharacterized protein	Haemophilus influenzae	83
WP_005690739.1	Q4QLJ3	unreviewed	Q4QLJ3_HAEI8	Thiol:disulfide interchange protein DsbE	Haemophilus influenzae (strain 86-028NP)	181
WP_005690739.1	A0A0Y7IUC0	unreviewed	A0A0Y7IUC0_HAEIF	DsbE family thiol:disulfide interchange protein (Periplasmic thioredoxin of cytochrome c-type biogenesis) (Thiol:disulfide interchange protein DsbE)	Haemophilus influenzae	181
WP_005690874.1	A0A1Q5Y5W5	unreviewed	A0A1Q5Y5W5_HAEIF	Putative DMT superfamily transporter inner membrane protein	Haemophilus influenzae	290
WP_005691047.1	A0A2S9RNI6	unreviewed	A0A2S9RNI6_HAEIF	UPF0283 membrane protein BV102_01376	Haemophilus influenzae	354
WP_005691118.1	Q9RP28	unreviewed	Q9RP28_HAEIF	HI1162	Haemophilus influenzae	133
WP_005691316.1	Q4QN48	unreviewed	Q4QN48_HAEI8	Putrescine-binding periplasmic protein	Haemophilus influenzae (strain 86-028NP)	350
WP_005691316.1	A0A2R3G0W7	unreviewed	A0A2R3G0W7_HAEIF	Putrescine-binding periplasmic protein	Haemophilus influenzae	350
WP_005691371.1	A0A806DCH7	unreviewed	A0A806DCH7_HAEI6	Hemolysin	Haemophilus influenzae (strain R2866)	432
WP_005691371.1	Q4QN93	unreviewed	Q4QN93_HAEI8	Uncharacterized protein	Haemophilus influenzae (strain 86-028NP)	432
WP_005691371.1	A0A346JZ71	unreviewed	A0A346JZ71_HAEIF	HlyC/CorC family transporter	Haemophilus influenzae	432
WP_005691542.1	Q4QP05	unreviewed	Q4QP05_HAEI8	Putative HTH-type transcriptional regulator	Haemophilus influenzae (strain 86-028NP)	135
WP_005691542.1	A5UFY9	unreviewed	A5UFY9_HAEIG	Putative HTH-type transcriptional regulator	Haemophilus influenzae (strain PittGG)	135
WP_005691542.1	P44558	reviewed	Y186_HAEIN	Uncharacterized HTH-type transcriptional regulator HI_0186	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	135
WP_005691542.1	A0A1Q5Y3P8	unreviewed	A0A1Q5Y3P8_HAEIF	HTH-type transcriptional regulator AdhR (MerR family transcriptional regulator)	Haemophilus influenzae	135
WP_005691699.1	P43915	reviewed	NUSA_HAEIN	Transcription termination/antitermination protein NusA	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	495
WP_005691699.1	A0A2R3G553	unreviewed	A0A2R3G553_HAEIF	Transcription termination/antitermination protein NusA	Haemophilus influenzae	495
WP_005691796.1	Q4QNL1	unreviewed	Q4QNL1_HAEI8	L-lysine 2,3-aminomutase (EF-P post-translational modification enzyme B)	Haemophilus influenzae (strain 86-028NP)	338
WP_005691796.1	P44641	reviewed	EPMB_HAEIN	L-lysine 2,3-aminomutase (LAM) (EC 5.4.3.-) (EF-P post-translational modification enzyme B)	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	338
WP_005691796.1	A0A2R3G090	unreviewed	A0A2R3G090_HAEIF	L-lysine 2,3-aminomutase (EF-P post-translational modification enzyme B)	Haemophilus influenzae	338
WP_005691976.1	A0A0Y7KKI8	unreviewed	A0A0Y7KKI8_HAEIF	HTH-type transcriptional regulator (HTH-type transcriptional regulator DmlR) (LysR family transcriptional regulator)	Haemophilus influenzae	305
WP_005692076.1	Q57256	reviewed	Y522_HAEIN	Uncharacterized protein HI_0522	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	218
WP_005692076.1	A0A5C2QUL5	unreviewed	A0A5C2QUL5_HAEIF	YitT family protein	Haemophilus influenzae biotype aegyptius	218
WP_005692076.1	A0A2R3FWW2	unreviewed	A0A2R3FWW2_HAEIF	Membrane protein	Haemophilus influenzae	218
WP_005692076.1	E7A712	unreviewed	E7A712_HAEIF	Uncharacterized protein	Haemophilus influenzae F3031	218
WP_005692634.1	A0A854CXC8	unreviewed	A0A854CXC8_HAEIF	Integrase (Site-specific integrase)	Haemophilus influenzae	341
WP_005692663.1	Q4QMF7	unreviewed	Q4QMF7_HAEI8	L-threonine dehydratase (EC 4.3.1.19) (Threonine deaminase)	Haemophilus influenzae (strain 86-028NP)	513
WP_005692663.1	A0A2R3G2M7	unreviewed	A0A2R3G2M7_HAEIF	L-threonine dehydratase (EC 4.3.1.19) (Threonine deaminase)	Haemophilus influenzae	513
WP_005692664.1	Q4QMF8	reviewed	ILVD_HAEI8	Dihydroxy-acid dehydratase (DAD) (EC 4.2.1.9)	Haemophilus influenzae (strain 86-028NP)	612
WP_005692664.1	A0A2S9S5P0	unreviewed	A0A2S9S5P0_HAEIF	Dihydroxy-acid dehydratase (DAD) (EC 4.2.1.9)	Haemophilus influenzae	612
WP_005692744.1	Q4QMI9	unreviewed	Q4QMI9_HAEI8	Conserved hypothetical shikimate 5-dehydrogenase-like protein	Haemophilus influenzae (strain 86-028NP)	271
WP_005692744.1	A0A2S9RDF9	unreviewed	A0A2S9RDF9_HAEIF	Shikimate 5-dehydrogenase (Shikimate 5-dehydrogenase-like protein (EC 1.1.1.-))	Haemophilus influenzae	271
WP_005692773.1	A0A806EDY6	unreviewed	A0A806EDY6_HAEI6	DNA transformation regulatory protein	Haemophilus influenzae (strain R2866)	217
WP_005692773.1	Q4QMV3	unreviewed	Q4QMV3_HAEI8	DNA transformation protein TfoX	Haemophilus influenzae (strain 86-028NP)	217
WP_005692773.1	A0A2S9RFC2	unreviewed	A0A2S9RFC2_HAEIF	DNA transformation protein (DNA transformation protein TfoX) (TfoX/Sxy family DNA transformation protein)	Haemophilus influenzae	217
